0MinReturn,LossAfter,0AveragePolicyStd,1AveragePolicyStd,1ProcessExecTime,1EnvExecTime,0Entropy,1PolicyExecTime,ComputeUpdatedDistTime,ItrTime,1Entropy,0ExplainedVariance,1Perplexity,1MinReturn,0AverageReturn,1StdReturn,0Perplexity,0PolicyExecTime,MeanKL,0StdReturn,0MaxReturn,1MaxReturn,0EnvExecTime,0NumTrajs,Time,LossBefore,0ProcessExecTime,MeanKLBefore,1NumTrajs,dLoss,1ExplainedVariance,1AverageReturn
-50.0,-0.004687259439378977,1.0153064,1.0148423,0.4575529098510742,92.97245144844055,5.73372,10.917702674865723,1.0289556980133057,211.47103118896484,5.7318025,0.9834138488922273,308.52487,-50.0,-48.745,2.8470683935409773,309.117,1.4752304553985596,0.006054350640624762,2.582629474005127,-33.0,-21.0,94.4398581981659,800,2665.4327685832977,9.685754420729609e-10,0.5982403755187988,0.0,800,0.004687260407954419,0.978140771128067,-48.45875
-50.0,-0.004400522448122501,1.017231,1.0169774,0.45726490020751953,94.0386655330658,5.7413855,11.964309453964233,1.027160406112671,215.14683842658997,5.7403917,0.9839046145412446,311.18628,-50.0,-48.59625,2.9780968650297455,311.49567,1.4878575801849365,0.006477316375821829,2.652024874977608,-28.0,-31.0,95.68431854248047,800,2880.583884239197,-5.349516385422248e-10,0.6130011081695557,0.0,800,0.004400521913170863,0.9754414404088417,-48.37375
-50.0,-0.0031864114571362734,1.019148,1.0191984,0.4606800079345703,95.35524582862854,5.748777,10.725633382797241,1.0128812789916992,216.2483470439911,5.7490263,0.9800878754266783,313.8849,-50.0,-48.58875,3.366711117693349,313.8066,1.4316749572753906,0.004263116978108883,2.8385072551430977,-33.0,-24.0,97.04590177536011,800,3096.8355774879456,2.284348044057083e-09,0.5999362468719482,0.0,800,0.0031864137414843174,0.9677658187693063,-47.9475
-50.0,-0.0028371834196150303,1.0198839,1.0194813,0.44906187057495117,94.23892426490784,5.7515745,10.692412614822388,0.9889090061187744,215.77400422096252,5.7499776,0.9764746594549556,314.18362,-50.0,-48.3625,3.5651227187854277,314.68576,1.4551782608032227,0.0036405788268893957,2.9759189757115365,-29.0,-22.0,97.66338586807251,800,3312.6140654087067,6.906687444185877e-10,0.6128051280975342,0.0,800,0.0028371841102837747,0.9638415138781106,-47.82
-50.0,-0.004357221536338329,1.020439,1.0200363,0.45186591148376465,94.28386282920837,5.753665,10.869315147399902,0.9768846035003662,215.80882954597473,5.752058,0.9822477285063294,314.83795,-50.0,-48.64125,3.3306821748704873,315.34427,1.4546723365783691,0.006993507966399193,2.5898935185640353,-31.0,-28.0,97.77690100669861,800,3528.426206111908,-7.502734544750922e-10,0.6026279926300049,0.0,800,0.004357220786064875,0.9688758548233579,-47.7675
-50.0,-0.001975511433556676,1.0248901,1.0248986,0.4527628421783447,96.07736682891846,5.7715883,10.94718074798584,1.0095510482788086,218.69923090934753,5.7716174,0.9794502379969129,321.05658,-50.0,-48.40125,4.181085385399347,321.04724,1.4546031951904297,0.0054029664024710655,2.8557395605166795,-27.0,-22.0,98.43398523330688,800,3747.130057811737,-1.1622906803676614e-10,0.6014416217803955,0.0,800,0.001975511317327608,0.9506188578490613,-47.395
-50.0,-0.004090677015483379,1.0292931,1.0290927,0.4470963478088379,96.5994975566864,5.789731,10.91344952583313,1.0847938060760498,219.8469693660736,5.7889943,0.9854261788407483,326.68433,-50.0,-48.75,4.076812480357663,326.92508,1.413236141204834,0.005340341944247484,2.593260495977988,-25.0,-25.0,99.1280996799469,800,3966.980613231659,-1.6093254506799326e-09,0.5993943214416504,0.0,800,0.004090675406157929,0.9549769414660645,-47.36
-50.0,-0.0015456894179806113,1.0343549,1.0343672,0.4459230899810791,98.30166697502136,5.809959,11.033971309661865,1.012617826461792,222.70645189285278,5.810038,0.9812905098469825,333.63184,-50.0,-48.50875,4.958719592798125,333.60544,1.413968801498413,0.004784006159752607,2.9444733718442757,-28.0,-18.0,100.25592565536499,800,4189.690469503403,-2.9593707484565357e-09,0.5944724082946777,0.0,800,0.0015456864586098629,0.9377135193719857,-46.94
-50.0,-0.005063041113317013,1.0400866,1.0401301,0.44901227951049805,97.47734022140503,5.831956,10.952146291732788,1.0036065578460693,222.0129475593567,5.832137,0.9903208962296662,341.08685,-50.0,-48.96625,4.525207177577619,341.02505,1.473034381866455,0.006376183126121759,2.1024059877911307,-34.0,-18.0,100.43291354179382,800,4411.7067885398865,2.0049513160813603e-09,0.6075911521911621,0.0,800,0.005063043118268329,0.9470485645059934,-47.05
-50.0,-0.0032643876038491726,1.0444087,1.0447806,0.4445502758026123,96.59698796272278,5.849002,11.288559436798096,0.999114990234375,222.02897453308105,5.85041,0.976402576393123,347.37677,-50.0,-48.4625,4.68169290294654,346.88797,1.4629685878753662,0.005402899347245693,3.135058811250596,-23.0,-19.0,101.04008150100708,800,4633.740297794342,7.674098023713327e-10,0.604996919631958,0.0,800,0.003264388371258975,0.9420692525187457,-46.79875
-50.0,-0.002538071246817708,1.0481917,1.0477525,0.45220255851745605,97.14674067497253,5.863412,11.384623765945435,2.0758986473083496,222.43387174606323,5.861742,0.9719644974628994,351.33563,-50.0,-47.98625,4.664758836210078,351.92282,1.4628431797027588,0.0049454523250460625,3.5402769577393234,-28.0,-17.0,99.54993391036987,800,4856.178770542145,-2.267956933366122e-09,0.6100056171417236,0.0,800,0.0025380689788607746,0.942474402292587,-46.755
-50.0,-0.000700276461429894,1.0455474,1.0454612,0.45227742195129395,97.31681108474731,5.8527994,11.52927851676941,0.9930441379547119,221.74501419067383,5.852501,0.9799034560985869,348.10388,-50.0,-48.535,4.577067668005357,348.2078,1.4946389198303223,0.006086722016334534,3.0840355056321904,-25.0,-21.0,99.61015439033508,800,5077.927257061005,3.039836826701503e-09,0.6136012077331543,0.0,800,0.0007002795012667207,0.945291477697734,-46.47875
-50.0,-0.004186815116554499,1.0521252,1.0515771,0.44719505310058594,95.1922857761383,5.8782196,11.125717163085938,1.0297114849090576,218.699476480484,5.876111,0.9646818296699275,356.42044,-50.0,-47.92375,4.4273607756201665,357.17276,1.4579360485076904,0.008411657996475697,3.780599944122626,-19.0,-27.0,99.09855818748474,800,5296.631148815155,1.4837832074121593e-09,0.6046206951141357,0.0,800,0.004186816600337706,0.9454343516984214,-46.46875
-50.0,-0.004980810917913914,1.0539085,1.0542996,0.4470508098602295,96.89770865440369,5.884985,11.304039478302002,0.9999480247497559,221.85469555854797,5.8864627,0.9735612879609402,360.12915,-50.0,-48.37375,4.640655765891282,359.59735,1.4589993953704834,0.0072062574326992035,3.4740554021920835,-17.0,-24.0,100.51863145828247,800,5518.48920416832,4.321338772927952e-11,0.6080837249755859,0.0,800,0.0049808109611273015,0.945278612264195,-46.66375
-50.0,-0.0014987513422966003,1.0571921,1.057158,0.44348621368408203,96.60798716545105,5.8972726,11.509900093078613,1.0053141117095947,223.5744390487671,5.8970685,0.9839383581366725,363.96893,-50.0,-48.6275,5.137721862606033,364.0432,1.4522879123687744,0.004193214233964682,2.7200631886042643,-30.0,-19.0,102.31472253799438,800,5742.067125082016,-1.9565224995687913e-09,0.6122050285339355,0.0,800,0.0014987493857741008,0.9339841181161975,-46.22375
